      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
3831,25,Female,0,0,No, Graduate,Salaried,19000,63589,60,572,860000,53.1, Approved
3832,47,Female,3,3,No, Graduate,Self-Employed,62000,150000,60,365,260000,52.63, Rejected
3833,26,Female,0,1,No, Non Graduate,Unemployed,39000,106517,36,791,1000000,71.16, Approved
3834,54,Female,4,3,No, Non Graduate,Student,29000,71786,60,424,520000,58.16, Rejected
3835,20,Male,5,1,No, Graduate,Salaried,22000,111785,36,726,290000,95, Approved
3836,26,Female,1,3,No, Graduate,Self-Employed,23000,23419,36,736,390000,95, Approved
3837,19,Male,5,3,Yes, Graduate,Self-Employed,54000,88343,24,488,1000000,74.65, Rejected
3838,56,Male,2,3,No, Non Graduate,Student,99000,51708,36,400,680000,50.6, Rejected
3839,23,Male,0,1,Yes, Graduate,Salaried,34000,48104,72,311,1000000,73.84, Rejected
3840,27,Female,2,1,Yes, Non Graduate,Self-Employed,52000,150000,72,504,640000,64.66, Approved
3841,27,Female,4,3,No, Non Graduate,Self-Employed,27000,71185,48,312,960000,51.53, Rejected
3842,40,Male,5,3,Yes, Graduate,Salaried,37000,33297,36,587,110000,66.62,Rejected
3843,48,Male,1,3,Yes, Non Graduate,Salaried,106000,131824,18,317,300000,72.89, Rejected
3844,52,Male,4,2,No, Non Graduate,Self-Employed,68000,130592,24,463,1000000,51.05,Rejected
3845,64,Female,1,1,No, Non Graduate,Freelancer,0,72194,18,842,630000,95, Approved
3846,47,Female,4,0,No, Graduate,Freelancer,72000,66412,48,616,500000,89.21, Approved
3847,19,Female,1,2,No, Non Graduate,Salaried,20000,20372,12,800,100000,51.02, Approved
3848,33,Male,0,2,Yes, Graduate,Salaried,46000,109040,24,813,100000,55.83, Approved
3849,27,Female,2,1,Yes, Graduate,Salaried,14000,9612,48,564,1000000,44.1, Approved
3850,53,Female,2,3,Yes, Non Graduate,Salaried,102000,150000,60,837,220000,40, Approved
3851,34,Male,5,0,No, Non Graduate,Unemployed,66000,129468,36,735,0,80.95, Approved
3852,40,Female,4,3,Yes, Non Graduate,Salaried,30000,73309,24,724,520000,56.99, Approved
3853,31,Female,5,0,Yes, Non Graduate,Salaried,40000,150000,36,658,570000,42.42, Approved
3854,43,Male,5,2,No, Graduate,Salaried,24000,65056,60,858,2460000,95, Approved
3855,55,Female,0,2,Yes, Non Graduate,Salaried,122000,150000,18,614,170000,57.55, Approved
3856,65,Male,2,3,Yes, Graduate,Self-Employed,0,59782,72,714,1000000,81.71, Approved
3857,67,Male,2,0,No, Graduate,Salaried,0,150000,36,605,360000,53, Approved
3858,25,Female,4,3,No, Graduate,Self-Employed,44000,87616,48,875,690000,87.1, Approved
3859,40,Male,5,1,No, Graduate,Salaried,98000,93370,24,359,500000,80.88, Rejected
3860,32,Male,5,2,No, Graduate,Salaried,20000,67344,24,441,1000000,70.49, Rejected
3861,52,Female,4,0,No, Graduate,Unemployed,75000,96359,48,790,2500000,92.29, Approved
3862,64,Male,1,2,No, Non Graduate,Salaried,0,66668,24,821,1000000,50.84, Approved
3863,49,Female,2,0,No, Non Graduate,Salaried,115000,150000,18,375,1960000,87.7, Rejected
3864,68,Male,3,3,No, Graduate,Self-Employed,99000,150000,48,545,520000,59.42, Rejected
3865,65,Male,5,2,No, Non Graduate,Salaried,0,150000,24,891,110000,82.63, Approved
3866,24,Female,0,3,No, Graduate,Salaried,47000,100137,36,486,510000,90.45, Rejected
3867,51,Male,0,3,Yes, Graduate,Self-Employed,31000,51959,36,696,1000000,40, Approved
3868,54,Male,5,3,No, Non Graduate,Self-Employed,155000,150000,60,683,170000,89.1, Approved
3869,36,Female,5,3,No, Non Graduate,Self-Employed,46000,131662,48,594,2550000,71.88,Rejected
3870,67,Male,3,3,No, Non Graduate,Salaried,192000,130289,24,529,100000,88.06, Rejected
3871,33,Female,5,0,No, Non Graduate,Student,58000,150000,60,429,360000,76.01,Rejected
3872,46,Male,0,1,No, Non Graduate,Freelancer,90000,120335,60,400,1000000,91.95, Rejected
3873,32,Male,0,1,Yes, Graduate,Self-Employed,59000,128766,36,848,2540000,40, Approved
3874,20,Female,1,0,Yes, Non Graduate,Salaried,31000,118710,24,489,160000,40, Rejected
3875,24,Female,2,2,No, Graduate,Self-Employed,44000,150000,36,326,860000,94.2, Rejected
3876,33,Female,5,1,No, Graduate,Salaried,54000,150000,12,663,390000,95, Approved
3877,62,Male,1,1,Yes, Non Graduate,Self-Employed,0,120229,24,729,250000,41.1, Approved
3878,52,Female,2,3,Yes, Graduate,Salaried,120000,95545,60,398,310000,64.13,Rejected
3879,20,Female,2,1,No, Non Graduate,Self-Employed,25000,52526,60,856,100000,76.04, Approved
3880,41,Female,3,0,No, Graduate,Freelancer,69000,150000,36,347,2280000,64.18, Rejected
3881,68,Male,3,2,No, Non Graduate,Salaried,0,150000,18,696,2620000,83.98, Approved
3882,47,Male,0,3,No, Graduate,Self-Employed,56000,80818,12,353,100000,57.08, Rejected
3883,23,Male,1,3,No, Graduate,Freelancer,33000,147764,18,756,950000,95, Approved
3884,33,Female,4,0,Yes, Graduate,Self-Employed,29000,107584,36,490,620000,63.88, Rejected
3885,37,Male,1,2,No, Non Graduate,Freelancer,76000,49970,24,531,650000,95,Approved
3886,46,Female,2,0,No, Non Graduate,Salaried,107000,150000,18,679,1000000,95, Approved
3887,33,Female,1,1,Yes, Graduate,Salaried,89000,73046,60,877,100000,75.88, Approved
3888,51,Female,0,2,No, Graduate,Self-Employed,126000,134923,24,817,670000,63.21, Approved
3889,37,Female,1,3,Yes, Non Graduate,Salaried,45000,53164,36,792,100000,85.99, Approved
3890,20,Female,4,0,No, Graduate,Salaried,17000,67117,48,664,630000,79.98, Approved
3891,22,Female,4,2,No, Graduate,Salaried,25000,52264,36,882,1000000,53.16, Approved
3892,62,Male,3,0,Yes, Non Graduate,Salaried,0,140233,48,768,450000,69.17, Approved
3893,62,Male,0,2,Yes, Graduate,Salaried,0,150000,72,787,2430000,66.84, Approved
3894,60,Female,3,0,No, Graduate,Salaried,136000,150000,18,538,0,91.27, Rejected
3895,60,Female,4,2,No, Non Graduate,Self-Employed,51000,139274,48,347,950000,95, Rejected
3896,38,Female,0,3,No, Graduate,Salaried,72000,150000,48,317,490000,93.74, Rejected
3897,23,Female,0,3,Yes, Graduate,Salaried,33000,91090,36,713,620000,40, Approved
3898,70,Male,1,0,No, Non Graduate,Freelancer,0,150000,12,683,100000,66.44, Approved
3899,30,Female,2,3,No, Non Graduate,Student,41000,110724,48,765,2400000,80.88, Approved
3900,48,Male,5,3,No, Graduate,Self-Employed,97000,150000,12,803,160000,52.75, Approved
3901,64,Male,0,3,No, Graduate,Salaried,83000,150000,24,405,390000,92.4, Rejected
3902,52,Male,5,2,No, Graduate,Self-Employed,63000,75145,72,529,620000,59.65, Rejected
3903,57,Male,5,1,No, Graduate,Self-Employed,60000,49511,48,801,1000000,82.94, Approved
3904,48,Female,3,0,No, Non Graduate,Salaried,71000,137866,24,707,1500000,89.94, Approved
3905,29,Male,1,1,No, Graduate,Self-Employed,34000,137601,72,349,590000,82.12, Rejected
3906,31,Male,1,2,No, Graduate,Salaried,71000,93546,72,885,620000,84.89, Approved
3907,55,Female,2,0,No, Graduate,Salaried,82000,150000,12,489,290000,78.03,Rejected
3908,56,Female,3,3,No, Graduate,Self-Employed,60000,150000,24,341,290000,95, Rejected
3909,32,Female,1,1,No, Non Graduate,Salaried,22000,95487,12,637,1000000,77.97, Approved
3910,29,Male,1,2,No, Non Graduate,Salaried,74000,150000,72,304,1000000,88.13,Rejected
3911,32,Female,1,0,No, Graduate,Salaried,33000,112664,12,537,430000,65.77,Approved
3912,47,Male,5,1,Yes, Non Graduate,Unemployed,100000,118944,18,503,100000,62.03, Rejected
3913,44,Female,1,2,No, Graduate,Salaried,62000,150000,72,720,460000,57.15, Approved
3914,51,Male,5,1,No, Graduate,Salaried,52000,42482,36,509,2070000,94.88, Rejected
3915,70,Female,5,3,Yes, Non Graduate,Salaried,162000,150000,36,360,100000,40, Rejected
3916,57,Female,1,3,No, Graduate,Self-Employed,129000,150000,72,818,2340000,72.72, Approved
3917,63,Male,1,1,No, Graduate,Self-Employed,0,150000,48,716,540000,95, Approved
3918,68,Female,1,3,No, Graduate,Self-Employed,115000,90064,72,360,350000,81.92, Rejected
3919,59,Female,3,2,No, Graduate,Unemployed,0,150000,60,895,510000,83.79, Approved
3920,64,Female,2,2,Yes, Non Graduate,Self-Employed,178000,117551,24,328,1000000,52.8, Rejected
3921,46,Female,4,3,No, Graduate,Salaried,48000,46243,24,812,2330000,70.6, Approved
3922,51,Male,3,1,No, Graduate,Salaried,40000,92571,72,456,2380000,63.88, Rejected
3923,65,Male,4,2,Yes, Graduate,Self-Employed,74000,136939,48,566,100000,40.14,Rejected
3924,43,Female,1,2,No, Non Graduate,Salaried,28000,133371,36,598,530000,95, Approved
3925,41,Male,5,3,No, Non Graduate,Salaried,39000,150000,36,656,700000,95, Approved
3926,69,Male,0,1,No, Non Graduate,Self-Employed,0,150000,36,895,200000,63.57, Approved
3927,36,Female,3,2,Yes, Graduate,Salaried,105000,150000,24,653,730000,61.45, Approved
3928,25,Male,1,0,No, Non Graduate,Salaried,16000,50005,48,641,210000,78.08, Approved
3929,60,Female,2,0,No, Graduate,Self-Employed,77000,139687,72,544,1000000,95, Rejected
3930,53,Female,0,1,Yes, Non Graduate,Salaried,113000,57186,48,811,570000,67.88, Approved
3931,41,Female,4,0,No, Graduate,Salaried,46000,150000,72,460,1000000,69.71, Rejected
3932,48,Female,5,3,No, Graduate,Salaried,132000,150000,72,795,1000000,95, Approved
3933,53,Female,2,3,No, Graduate,Salaried,44000,94867,60,745,490000,95, Approved
3934,22,Female,0,2,No, Non Graduate,Self-Employed,33000,39584,36,606,620000,70.67, Approved
3935,34,Female,1,1,Yes, Non Graduate,Salaried,96000,53062,36,451,610000,40, Rejected
3936,24,Female,4,0,Yes, Graduate,Unemployed,35000,76612,36,479,1000000,54.74, Rejected
3937,23,Male,5,1,No, Graduate,Unemployed,13000,20459,48,495,180000,60.33, Rejected
3938,44,Male,2,1,No, Non Graduate,Self-Employed,43000,63911,60,769,2370000,80.96, Approved
3939,68,Female,5,0,Yes, Non Graduate,Salaried,0,150000,24,639,360000,65.87, Approved
3940,39,Female,5,1,No, Graduate,Salaried,55000,51897,12,723,120000,55.5, Approved
3941,57,Female,4,2,No, Graduate,Salaried,142000,81677,18,623,1000000,55.99, Approved
3942,37,Female,3,0,Yes, Non Graduate,Salaried,33000,100201,36,487,970000,80.76, Rejected
3943,26,Female,0,3,Yes, Graduate,Unemployed,76000,62027,48,743,2070000,85.63, Approved
3944,21,Female,2,3,No, Graduate,Self-Employed,37000,133946,36,754,230000,69.76, Approved
3945,35,Male,0,3,Yes, Graduate,Salaried,60000,150000,48,552,230000,40.29, Approved
3946,42,Male,4,0,Yes, Non Graduate,Salaried,64000,111371,18,560,2310000,52.61,Rejected
3947,68,Female,1,3,Yes, Graduate,Salaried,0,139371,60,632,690000,40, Approved
3948,70,Female,2,0,No, Graduate,Self-Employed,45000,73054,60,339,460000,58.4, Rejected
3949,34,Female,2,3,No, Non Graduate,Salaried,62000,85833,48,881,370000,68.35, Approved
3950,64,Female,1,2,Yes, Non Graduate,Salaried,0,150000,36,535,280000,78.14,Approved
3951,62,Male,4,1,Yes, Non Graduate,Student,91000,71462,24,563,410000,79.14,Rejected
3952,56,Female,5,0,No, Non Graduate,Self-Employed,57000,150000,36,615,740000,58.65, Approved
3953,35,Female,3,2,No, Non Graduate,Self-Employed,35000,145588,72,795,140000,80.72, Approved
3954,47,Male,4,3,No, Graduate,Self-Employed,24000,81853,48,878,2340000,59.95, Approved
3955,60,Female,5,2,No, Graduate,Salaried,0,79962,48,633,1000000,95, Approved
3956,53,Female,2,0,Yes, Graduate,Self-Employed,37000,73371,48,533,300000,67.45, Rejected
3957,66,Female,2,1,No, Non Graduate,Salaried,0,150000,48,795,610000,76.03, Approved
3958,28,Female,0,3,Yes, Non Graduate,Self-Employed,69000,89144,36,374,710000,66.41, Rejected
3959,41,Male,4,1,No, Non Graduate,Salaried,101000,106495,12,848,630000,70.24, Approved
3960,27,Female,2,2,No, Graduate,Salaried,50000,146684,36,890,1000000,54.14, Approved
3961,46,Male,3,0,No, Graduate,Salaried,90000,84175,60,444,820000,93.81, Rejected
3962,39,Female,4,3,No, Graduate,Self-Employed,93000,73416,36,803,950000,85.84, Approved
3963,63,Female,3,0,Yes, Graduate,Self-Employed,0,137069,24,618,100000,95, Approved
3964,62,Female,1,1,Yes, Non Graduate,Salaried,0,150000,48,845,500000,52.8, Approved
3965,65,Male,4,2,No, Graduate,Unemployed,0,150000,18,833,300000,95, Approved
3966,22,Male,3,3,No, Graduate,Salaried,59000,54862,72,767,1000000,89.46, Approved
3967,33,Female,1,2,No, Graduate,Student,74000,140978,24,747,100000,68.43, Approved
3968,44,Male,2,0,Yes, Graduate,Salaried,79000,150000,24,588,530000,40, Approved
3969,69,Female,4,2,No, Non Graduate,Salaried,115000,150000,36,582,980000,95,Rejected
3970,54,Male,1,1,No, Non Graduate,Salaried,108000,133464,24,348,560000,95, Rejected
3971,27,Female,4,2,No, Non Graduate,Self-Employed,68000,144926,48,726,1000000,66.62, Approved
3972,66,Female,4,2,Yes, Graduate,Salaried,162000,150000,18,482,1980000,53.63, Rejected
3973,36,Female,2,1,No, Graduate,Self-Employed,96000,150000,24,565,120000,95, Approved
3974,49,Female,1,3,No, Graduate,Salaried,78000,89699,60,872,240000,54.3, Approved
3975,51,Male,0,1,Yes, Graduate,Salaried,94000,94726,48,825,100000,40, Approved
3976,40,Female,2,0,No, Graduate,Self-Employed,37000,130294,60,694,950000,95, Approved
3977,46,Female,3,1,Yes, Graduate,Salaried,134000,70992,12,448,2300000,40, Rejected
3978,43,Female,5,0,No, Graduate,Salaried,42000,62119,12,452,790000,95, Rejected
3979,66,Male,3,3,No, Non Graduate,Self-Employed,0,128958,60,897,950000,95, Approved
3980,22,Male,4,2,No, Non Graduate,Freelancer,17000,19421,18,803,2480000,95, Approved
3981,43,Female,1,1,No, Non Graduate,Salaried,43000,86970,24,828,100000,52.06, Approved
3982,60,Male,0,3,Yes, Graduate,Salaried,0,142717,60,832,770000,95, Approved
3983,55,Male,1,0,Yes, Non Graduate,Salaried,94000,119233,60,861,160000,79.76, Approved
3984,38,Male,0,2,No, Graduate,Self-Employed,52000,38608,36,535,950000,93.3,Approved
3985,59,Male,4,1,Yes, Non Graduate,Salaried,71000,117240,36,363,950000,40, Rejected
3986,38,Female,1,1,Yes, Non Graduate,Salaried,88000,124856,60,631,1000000,40, Approved
3987,21,Male,2,1,Yes, Non Graduate,Self-Employed,45000,148132,12,513,100000,87.06, Rejected
3988,65,Male,0,0,Yes, Graduate,Salaried,135000,150000,24,317,1000000,44.11, Rejected
3989,38,Male,1,0,No, Graduate,Unemployed,31000,89473,36,809,610000,94.4, Approved
3990,30,Male,3,0,Yes, Non Graduate,Self-Employed,57000,150000,48,531,680000,46.53, Rejected
3991,42,Female,1,3,Yes, Non Graduate,Self-Employed,68000,65383,60,544,220000,57.16,Approved
3992,47,Female,0,2,Yes, Graduate,Salaried,134000,150000,24,366,640000,47.55, Rejected
3993,29,Male,0,3,No, Non Graduate,Student,76000,69953,36,797,130000,59.11, Approved
3994,61,Female,1,1,Yes, Non Graduate,Self-Employed,0,150000,36,597,680000,40, Approved
3995,29,Male,2,3,No, Non Graduate,Salaried,62000,112697,72,632,1000000,93.64, Approved
3996,23,Female,5,2,No, Non Graduate,Salaried,55000,120710,36,741,760000,52.41, Approved
3997,34,Male,0,3,No, Non Graduate,Self-Employed,100000,103943,18,331,100000,57.2, Rejected
3998,26,Female,4,3,No, Graduate,Self-Employed,13000,62760,24,426,390000,68.79, Rejected
3999,27,Male,3,2,No, Non Graduate,Salaried,77000,150000,72,533,950000,95, Rejected
4000,67,Female,1,0,No, Non Graduate,Salaried,142000,141342,72,394,380000,83.79, Rejected
4001,56,Female,0,0,Yes, Graduate,Salaried,81000,150000,48,877,2100000,76.25, Approved
4002,66,Male,5,3,Yes, Non Graduate,Salaried,167000,63981,36,527,950000,77.27, Rejected
4003,54,Male,1,0,No, Graduate,Salaried,67000,110651,36,468,1000000,94.73, Rejected
4004,25,Male,4,2,No, Graduate,Salaried,62000,79982,72,611,1000000,73.74, Approved
4005,70,Male,2,2,Yes, Graduate,Salaried,0,135670,72,832,270000,83.27, Approved
4006,24,Female,0,0,Yes, Graduate,Self-Employed,20000,72475,36,508,660000,40,Approved
4007,49,Male,5,1,Yes, Non Graduate,Salaried,142000,134432,48,840,140000,42.54, Approved
4008,27,Female,4,0,Yes, Graduate,Student,76000,116077,48,794,950000,47.47, Approved
4009,41,Male,1,2,Yes, Non Graduate,Salaried,98000,131831,24,889,950000,46.28, Approved
4010,43,Female,4,0,Yes, Non Graduate,Self-Employed,92000,150000,12,765,100000,72.22, Approved
4011,54,Female,3,1,Yes, Graduate,Self-Employed,142000,110902,60,518,950000,47.77, Rejected
4012,20,Female,3,1,Yes, Non Graduate,Freelancer,15000,15268,36,694,420000,64.03, Approved
4013,68,Male,2,2,Yes, Non Graduate,Salaried,0,150000,72,663,100000,64.27, Approved
4014,51,Male,0,0,No, Graduate,Self-Employed,91000,150000,24,662,400000,66.74, Approved
4015,42,Male,0,1,Yes, Non Graduate,Salaried,79000,150000,60,642,1000000,40, Approved
4016,44,Male,4,1,No, Graduate,Salaried,129000,76934,18,701,220000,95, Approved
4017,51,Female,4,1,No, Non Graduate,Salaried,123000,150000,12,632,2370000,91.35, Approved
4018,54,Female,3,1,No, Graduate,Salaried,61000,93760,24,861,130000,56, Approved
4019,65,Female,4,0,Yes, Graduate,Self-Employed,0,93575,60,784,1460000,76.47, Approved
4020,33,Male,0,2,No, Graduate,Salaried,21000,63202,24,332,810000,76.72,Rejected
4021,20,Male,4,1,No, Non Graduate,Salaried,13000,51771,72,763,380000,95, Approved
4022,30,Female,1,1,No, Non Graduate,Unemployed,47000,103440,48,593,2080000,77.94, Approved
4023,34,Male,2,0,No, Non Graduate,Unemployed,62000,125513,24,512,720000,70.31, Rejected
4024,53,Female,0,0,No, Non Graduate,Salaried,104000,72730,60,655,960000,89.89, Approved
4025,29,Male,3,3,No, Non Graduate,Self-Employed,36000,129320,60,369,400000,65.05, Rejected
4026,49,Male,3,1,Yes, Graduate,Self-Employed,124000,93065,24,348,150000,63.92, Rejected
4027,60,Female,1,3,Yes, Non Graduate,Salaried,0,65549,60,736,200000,65.52, Approved
4028,61,Male,1,1,No, Non Graduate,Salaried,141000,78147,36,353,2510000,69.57, Rejected
4029,41,Female,0,1,No, Graduate,Self-Employed,29000,110888,18,478,560000,85.64, Rejected
4030,39,Female,0,2,No, Non Graduate,Unemployed,113000,105655,60,827,320000,76.18, Approved
4031,57,Male,1,2,Yes, Non Graduate,Salaried,157000,53214,48,517,220000,84.15,Approved
4032,42,Male,5,0,Yes, Graduate,Salaried,119000,102060,60,648,950000,74.61, Approved
4033,35,Female,2,0,No, Non Graduate,Salaried,59000,131460,36,689,840000,95, Approved
4034,57,Female,1,0,No, Graduate,Salaried,112000,92541,18,550,990000,55.95, Approved
4035,35,Female,0,2,No, Graduate,Salaried,102000,150000,36,826,950000,77.75, Approved
4036,20,Male,1,3,No, Non Graduate,Salaried,23000,77587,60,599,950000,58.02, Approved
4037,43,Male,1,3,No, Graduate,Salaried,25000,83965,24,815,630000,68.83, Approved
4038,44,Female,4,0,No, Graduate,Salaried,110000,150000,36,761,100000,53.97, Approved
4039,47,Male,3,1,No, Non Graduate,Freelancer,40000,133711,60,432,690000,83.35, Rejected
4040,55,Male,4,1,No, Non Graduate,Salaried,38000,88575,12,442,580000,58.12, Rejected
4041,24,Male,1,1,Yes, Graduate,Freelancer,50000,77260,48,620,350000,41.89, Approved
4042,58,Female,2,1,No, Graduate,Salaried,106000,140208,60,476,790000,72.24, Rejected
4043,42,Male,4,2,No, Graduate,Self-Employed,72000,150000,60,837,2740000,90.77, Approved
4044,65,Male,3,2,No, Non Graduate,Unemployed,61000,68697,60,510,1000000,82.87, Rejected
4045,21,Female,4,1,No, Non Graduate,Freelancer,29000,130162,60,849,380000,65.37, Approved
4046,45,Male,3,2,Yes, Graduate,Salaried,130000,72490,48,737,290000,69.03, Approved
4047,62,Male,2,0,No, Graduate,Self-Employed,0,150000,72,809,1000000,79.39, Approved
4048,56,Male,3,2,Yes, Non Graduate,Self-Employed,86000,59198,60,520,1000000,40, Rejected
4049,30,Male,2,3,Yes, Non Graduate,Unemployed,51000,63495,48,834,640000,85.46, Approved
4050,66,Male,4,0,Yes, Graduate,Self-Employed,161000,150000,36,397,890000,47.06, Rejected
4051,20,Male,0,2,Yes, Non Graduate,Self-Employed,51000,119937,48,438,480000,55.89, Rejected
4052,55,Male,1,0,Yes, Graduate,Student,89000,88009,60,820,1000000,53.02, Approved
4053,55,Female,1,0,No, Non Graduate,Freelancer,43000,58540,24,323,200000,95, Rejected
4054,50,Male,1,1,No, Non Graduate,Self-Employed,91000,57459,12,837,770000,85.99, Approved
4055,50,Female,5,2,Yes, Graduate,Student,69000,150000,72,571,740000,40,Rejected
4056,58,Female,0,3,No, Graduate,Salaried,97000,150000,24,479,160000,95, Rejected
4057,49,Female,2,0,No, Graduate,Student,29000,49133,36,533,1000000,70.76, Rejected
4058,64,Male,1,0,Yes, Non Graduate,Salaried,0,80038,60,899,950000,61.8, Approved
